region,lon,lat,e,d,date,road_type,accident_type,collision_type,severity,weather,vehicle_type,car_brand,age
Hradec Kralove,15.916281093092008,50.25231706616571,-1038329,-634548,21.11.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,DACIA,29
Hradec Kralove,15.639632504909562,50.18966959359318,-1042911,-654977,01.12.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,58
Hradec Kralove,15.806267862045713,50.201796169686,-1042989,-643003,05.12.2025,Local Road,Train Collision,From Side (T-bone),Slight,Light Rain,Car,ŠKODA,59
Hradec Kralove,15.805112413907343,50.20971148385712,-1042105,-642981,12.12.2025,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,HONDA,47
Hradec Kralove,15.846350817254331,50.196535924292654,-1043907,-640230,29.12.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,51
Hradec Kralove,15.825547745029981,50.181346866183034,-1045410,-641904,30.12.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Snow,Car,HYUNDAI,66
Hradec Kralove,15.753386692183799,50.16845869977873,-1046224,-647192,30.12.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Light Rain,Car,HYUNDAI,62
Hradec Kralove,15.753386692183799,50.16845869977873,-1046224,-647192,30.12.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Light Rain,Car,DACIA,43
Hradec Kralove,15.430488190071303,50.45105679278823,-1012241,-666226,01.01.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MAZDA,32
Hradec Kralove,15.430488190071303,50.45105679278823,-1012241,-666226,01.01.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,31
Hradec Kralove,15.559448491383433,50.371533229271954,-1022140,-658208,10.01.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,39
Hradec Kralove,15.543974891993678,50.50962585936482,-1006759,-657435,12.01.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,ISUZU,41
Hradec Kralove,15.349427759389979,50.42619722054058,-1014274,-672282,29.01.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,20
Hradec Kralove,15.211554316349936,50.44065086221758,-1011455,-681800,10.02.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,32
Hradec Kralove,15.435288741335517,50.43830165790893,-1013691,-666062,21.02.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HONDA,40
Hradec Kralove,15.34907348786117,50.437357854690426,-1013039,-672153,14.03.2025,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,RENAULT,31
Hradec Kralove,15.348799375261452,50.43535186615204,-1013258,-672200,19.03.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,47
Hradec Kralove,15.346586504281987,50.455496413892824,-1011015,-672078,22.03.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,61
Hradec Kralove,15.352455962743514,50.422606664306606,-1014697,-672118,28.03.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,19
Hradec Kralove,15.415486946893047,50.448890822602216,-1012349,-667313,04.04.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,YAMAHA,17
Hradec Kralove,15.277372885615382,50.40492668362295,-1015984,-677658,18.04.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,CITROEN,65
Hradec Kralove,15.663902779133899,50.395546943663334,-1020384,-650511,18.04.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,DACIA,19
Hradec Kralove,15.663902779133899,50.395546943663334,-1020384,-650511,18.04.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,66
Hradec Kralove,15.462721756868543,50.444453394875154,-1013251,-664044,20.04.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,APRILIA,52
Hradec Kralove,15.337510571411592,50.37025896328162,-1020343,-673895,13.05.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,31
Hradec Kralove,15.3377548927096,50.474922268187115,-1008793,-672432,20.05.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,OPEL,45
Hradec Kralove,15.608173821971377,50.335165663663254,-1026575,-655255,22.05.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,50
Hradec Kralove,15.548765226065521,50.43088097035717,-1015495,-658161,27.05.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,CITROEN,63
Hradec Kralove,15.638641178943441,50.38464748530032,-1021372,-652440,28.05.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,18
Hradec Kralove,15.563728651079604,50.37188565814333,-1022138,-657901,29.05.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,FIAT,47
Hradec Kralove,15.462749700862952,50.4444555978609,-1013251,-664042,03.06.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,79
Hradec Kralove,15.462749700862952,50.4444555978609,-1013251,-664042,03.06.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,DODGE,71
Hradec Kralove,15.263544947785606,50.4544375835381,-1010397,-677944,16.06.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,18
Hradec Kralove,15.149280445313769,50.45919783625286,-1008850,-685927,18.06.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,21
Hradec Kralove,15.149280445313769,50.45919783625286,-1008850,-685927,18.06.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,50
Hradec Kralove,15.565803211717403,50.37221971787353,-1022119,-657750,20.06.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,31
Hradec Kralove,15.565803211717403,50.37221971787353,-1022119,-657750,20.06.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,FORD,50
Hradec Kralove,15.42407138098554,50.43631789934559,-1013812,-666880,22.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,ŠKODA,70
Hradec Kralove,15.42407138098554,50.43631789934559,-1013812,-666880,22.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,ŠKODA,47
Hradec Kralove,15.210054756635294,50.481625304871315,-1006920,-681332,29.06.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,DACIA,64
Hradec Kralove,15.165795940380416,50.46194766635525,-1008695,-684725,01.07.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,PIAGGIO,54
Hradec Kralove,15.122045404515612,50.49793145960149,-1004331,-687298,12.07.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLVO,31
Hradec Kralove,15.637817964398746,50.384058525570445,-1021430,-652506,18.07.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,57
Hradec Kralove,15.602177303284941,50.42125769443132,-1017017,-654523,23.07.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,APRILIA,18
Hradec Kralove,15.299055525241778,50.45313322995022,-1010856,-675460,24.07.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,18
Hradec Kralove,15.122062965116461,50.49791476757147,-1004333,-687297,31.07.2025,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Motorcycle,HONDA,54
Hradec Kralove,15.58374064596526,50.371128177558184,-1022394,-656498,04.08.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,CITROEN,49
Hradec Kralove,15.53873786272552,50.43126556621499,-1015366,-658863,12.08.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,78
Hradec Kralove,15.347014560610498,50.45120905048771,-1011492,-672107,25.08.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,21
Hradec Kralove,15.141077560058145,50.458827934254195,-1008817,-686510,27.08.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,65
Hradec Kralove,15.141077560058145,50.458827934254195,-1008817,-686510,27.08.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,FORD,55
Hradec Kralove,15.521668389888827,50.3827410591887,-1020576,-660724,29.08.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Truck,IVECO,38
Hradec Kralove,15.354775513955602,50.436055313106706,-1013233,-671769,03.09.2025,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,HONDA,17
Hradec Kralove,15.389795096174606,50.465477780577245,-1010293,-668896,05.09.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,APRILIA,18
Hradec Kralove,15.31110867880939,50.49505222010613,-1006336,-674030,20.09.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,KAWASAKI,25
Hradec Kralove,15.628946280738818,50.3415063722836,-1026053,-653702,20.09.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,81
Hradec Kralove,15.348603890886231,50.42279739531286,-1014642,-672387,24.09.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Serious,Good,Car,VOLKSWAGEN,22
Hradec Kralove,15.24327857079567,50.393867211835456,-1016901,-680217,02.10.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,58
Hradec Kralove,15.169543029459351,50.36722048606484,-1019181,-685793,04.10.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,54
Hradec Kralove,15.472866822880217,50.40793400419414,-1017371,-663826,07.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Fatal,Good,Car,ŠKODA,61
Hradec Kralove,15.204294587261076,50.46196553427047,-1009038,-682013,10.10.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,74
Hradec Kralove,15.392984910446684,50.467243958758516,-1010126,-668647,13.10.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,32
Hradec Kralove,15.630701628478702,50.33537589237058,-1026745,-653660,13.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Car,ŠKODA,50
Hradec Kralove,15.630701628478702,50.33537589237058,-1026745,-653660,13.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,KAROSA,27
Hradec Kralove,15.226404103545141,50.455209912835905,-1009981,-680550,22.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,ŠKODA,45
Hradec Kralove,15.226404103545141,50.455209912835905,-1009981,-680550,22.10.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,VOLKSWAGEN,26
Hradec Kralove,15.429900679973583,50.45269520247636,-1012055,-666245,04.11.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,KIA,82
Hradec Kralove,15.429900679973583,50.45269520247636,-1012055,-666245,04.11.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,PEUGEOT,28
Hradec Kralove,15.560145500230096,50.371442773501514,-1022156,-658160,06.11.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,PEUGEOT,38
Hradec Kralove,15.641048629757483,50.36123505412639,-1023978,-652583,08.11.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,CITROEN,25
Hradec Kralove,15.365618073625473,50.423031476789774,-1014766,-671184,11.11.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,CITROEN,82
Hradec Kralove,15.515107896278183,50.49298742406943,-1008347,-659693,01.12.2025,Local Road,Moving Vehicle Collision,Rear,Slight,Light Rain,Car,VOLKSWAGEN,33
Hradec Kralove,15.340220895226835,50.47161301977823,-1009180,-672304,10.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,SUZUKI,23
Hradec Kralove,15.340220895226835,50.47161301977823,-1009180,-672304,10.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,VOLKSWAGEN,40
Hradec Kralove,15.442707515901912,50.440201582106845,-1013546,-665513,28.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,24
Hradec Kralove,15.442707515901912,50.440201582106845,-1013546,-665513,28.12.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,30
Hradec Kralove,16.14895332127533,50.35816138952952,-1028540,-616728,14.01.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,66
Hradec Kralove,16.070383554045332,50.48187579404174,-1014231,-620707,02.02.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,FIAT,46
Hradec Kralove,16.07243851742994,50.35663539217527,-1028088,-622157,04.02.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,DACIA,32
Hradec Kralove,16.03219884683546,50.39718168055564,-1023279,-624483,18.02.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,CHEVROLET,20
Hradec Kralove,16.14317630757139,50.40775697884465,-1023012,-616510,19.02.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,20
Hradec Kralove,16.163580019625126,50.40607867797653,-1023362,-615090,20.02.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,21
Hradec Kralove,16.091513028697356,50.35556976909043,-1028361,-620822,21.03.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,52
Hradec Kralove,16.095296190671988,50.47670172166369,-1015005,-619016,24.03.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,48
Hradec Kralove,16.062890918507307,50.40001007365353,-1023217,-622279,26.03.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,RENAULT,57
Hradec Kralove,15.934167951729831,50.335867029659134,-1029247,-632200,03.04.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,63
Hradec Kralove,15.921005481571305,50.3568385758172,-1026821,-632859,14.04.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Fatal,Good,Car,ŠKODA,87
Hradec Kralove,16.037620592554127,50.36089558299205,-1027333,-624564,20.04.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,22
Hradec Kralove,16.037620592554127,50.36089558299205,-1027333,-624564,20.04.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,RENAULT,20
Hradec Kralove,16.13020333470861,50.45892564350059,-1017252,-616779,25.04.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,43
Hradec Kralove,16.088054281517064,50.475736082808915,-1015053,-619539,28.04.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,DACIA,33
Hradec Kralove,16.150945724792166,50.406270294877686,-1023239,-615980,30.04.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,46
Hradec Kralove,16.17916985053161,50.47332240989316,-1016055,-613143,03.06.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,28
Hradec Kralove,16.16240954060772,50.46389800988041,-1016962,-614444,04.06.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,FORD,37
Hradec Kralove,16.104820699455892,50.397746564252486,-1023808,-619346,06.06.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,59
Hradec Kralove,16.116186616018062,50.355373452434414,-1028583,-619080,13.06.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,31
Hradec Kralove,16.135496465186414,50.352264113231264,-1029083,-617754,13.06.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,31
Hradec Kralove,16.172185988787202,50.41681153273304,-1022245,-614347,14.06.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,AUDI,43
Hradec Kralove,15.997706736983794,50.43729489275391,-1018564,-626404,15.06.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,KAWASAKI,32
Hradec Kralove,16.190157646621866,50.479765157891485,-1015431,-612287,16.06.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,47
Hradec Kralove,16.127538087426373,50.49433446694294,-1013317,-616519,19.06.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,HONDA,17
Hradec Kralove,16.119810020888497,50.46889683547511,-1016066,-617386,24.06.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,28
Hradec Kralove,16.171385700364315,50.418282325842995,-1022076,-614385,29.06.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,KTM,34
Hradec Kralove,15.874500857699637,50.33448411517881,-1028904,-636437,02.08.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,BMW,47
Hradec Kralove,16.19285334078373,50.42640188404708,-1021351,-612767,14.08.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,YAMAHA,38
Hradec Kralove,16.206155070097083,50.50191250205999,-1013111,-610881,16.08.2025,Second Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,BMW,42
Hradec Kralove,16.080876450449683,50.44942032211255,-1017903,-620380,28.08.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Truck,PEUGEOT,39
Hradec Kralove,16.321382055232206,50.590589824297304,-1004222,-601660,01.09.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,60
Hradec Kralove,16.14787402069161,50.40674279671313,-1023162,-616191,09.09.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,21
Hradec Kralove,16.04847637630695,50.33627830701304,-1030142,-624111,10.09.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Truck,VOLKSWAGEN,20
Hradec Kralove,16.04847637630695,50.33627830701304,-1030142,-624111,10.09.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MITSUBISHI,40
Hradec Kralove,16.153701379757557,50.406932786418174,-1023188,-615777,15.09.2025,Local Road,Moving Vehicle Collision,Rear,Slight,Good,Car,SUZUKI,19
Hradec Kralove,16.027098297505116,50.386813174792515,-1024383,-624976,22.09.2025,Third Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,29
Hradec Kralove,16.150538650042996,50.3478537979884,-1029692,-616746,08.10.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,54
Hradec Kralove,16.151085092528994,50.40636189561155,-1023230,-615969,16.10.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,49
Hradec Kralove,16.041712058415023,50.45227217628838,-1017269,-623107,21.10.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,HONDA,78
Hradec Kralove,16.180634693120407,50.46852520519445,-1016597,-613100,07.11.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Truck,VOLKSWAGEN,47
Hradec Kralove,15.921311571839523,50.34505845114199,-1028125,-632990,28.11.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,HYUNDAI,58
Hradec Kralove,16.188903567286662,50.42981546951287,-1020942,-613003,19.12.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,SAAB,18
Hradec Kralove,16.163558442022335,50.40604091495134,-1023366,-615092,28.12.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,23
Hradec Kralove,16.030003240949743,50.30670163488474,-1033259,-625796,06.01.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,25
Hradec Kralove,16.19347351741011,50.1104522016748,-1056276,-616691,08.01.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Ice,Car,PEUGEOT,44
Hradec Kralove,16.24889743389061,50.19650430086066,-1047211,-611678,23.01.2025,Third Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,SEAT,26
Hradec Kralove,16.08985393237872,50.14293229121566,-1051845,-623642,14.02.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Ice,Truck,SCANIA,61
Hradec Kralove,16.252300726685473,50.189250688951034,-1048040,-611527,17.02.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,OPEL,61
Hradec Kralove,16.065932299142897,50.125884775138225,-1053533,-625558,17.02.2025,Second Class Road,Moving Vehicle Collision,Frontal,Serious,Good,Car,RENAULT,74
Hradec Kralove,16.062577426072142,50.141437536136365,-1051787,-625598,19.02.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,46
Hradec Kralove,16.28208312799902,50.11655876015589,-1056313,-610317,19.02.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Truck,CITROEN,27
Hradec Kralove,16.28208312799902,50.11655876015589,-1056313,-610317,19.02.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,ŠKODA,52
Hradec Kralove,16.17847532102862,50.28237668330298,-1037154,-615594,19.02.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,VOLKSWAGEN,40
Hradec Kralove,16.22393440159841,50.20818263952258,-1045720,-613303,20.02.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,34
Hradec Kralove,16.229932345673635,50.2254195023696,-1043863,-612662,18.03.2025,First Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,PEUGEOT,51
Hradec Kralove,16.096833683287354,50.14059741167305,-1052160,-623176,02.04.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,PEUGEOT,47
Hradec Kralove,16.197874461013786,50.11875435185164,-1055394,-616274,07.04.2025,Third Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,22
Hradec Kralove,16.218606036603557,50.12193132277583,-1055210,-614761,14.04.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,TOYOTA,75
Hradec Kralove,16.13787693442601,50.122175449122985,-1054530,-620494,17.04.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,73
Hradec Kralove,16.284598057635016,50.163015992725505,-1051198,-609561,23.04.2025,Local Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,BMW,38
Hradec Kralove,16.21894986397981,50.17963665066899,-1048835,-614014,29.04.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,77
Hradec Kralove,16.21894986397981,50.17963665066899,-1048835,-614014,29.04.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,ŠKODA,56
Hradec Kralove,16.163006538912764,50.286142491795246,-1036613,-616642,29.04.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,PEUGEOT,42
Hradec Kralove,16.009622869209505,50.29603819960263,-1034270,-627375,10.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,45
Hradec Kralove,16.009622869209505,50.29603819960263,-1034270,-627375,10.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,ŠKODA,46
Hradec Kralove,16.27525448236345,50.15846876261592,-1051626,-610281,28.05.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Light Rain,Car,ŠKODA,39
Hradec Kralove,16.227096700338723,50.056996879854424,-1062455,-614970,30.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Car,FIAT,56
Hradec Kralove,16.227096700338723,50.056996879854424,-1062455,-614970,30.05.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Light Rain,Truck,MERCEDES,59
Hradec Kralove,16.08529773445565,50.15610672859878,-1050352,-623798,31.05.2025,Local Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Motorcycle,SUZUKI,73
Hradec Kralove,16.13169911351865,50.12952136883184,-1053668,-620840,31.05.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,22
Hradec Kralove,16.13169911351865,50.12952136883184,-1053668,-620840,31.05.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Car,VOLKSWAGEN,61
Hradec Kralove,16.156508431111444,50.311445951521584,-1033764,-616783,15.06.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Slight,Good,Car,VOLKSWAGEN,46
Hradec Kralove,16.156508431111444,50.311445951521584,-1033764,-616783,15.06.2025,First Class Road,Moving Vehicle Collision,From Side (T-bone),Serious,Good,Motorcycle,KTM,32
Hradec Kralove,16.143212076796665,50.12787042892203,-1053944,-620043,22.06.2025,First Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,HONDA,52
Hradec Kralove,16.122693408353356,50.17546197027917,-1048518,-620898,26.06.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,RENAULT,78
Hradec Kralove,16.15920345062864,50.12778669119594,-1054083,-618908,30.06.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,21
Hradec Kralove,16.15920345062864,50.12778669119594,-1054083,-618908,30.06.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car with Trailer,JEEP,38
Hradec Kralove,16.23150094001797,50.07991963748313,-1059957,-614370,01.07.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,YAMAHA,17
Hradec Kralove,16.23150094001797,50.07991963748313,-1059957,-614370,01.07.2025,Second Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,MAZDA,31
Hradec Kralove,16.141611756088174,50.12824146344631,-1053890,-620152,04.07.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,FIAT,34
Hradec Kralove,16.11988458619131,50.270858327043456,-1037953,-619889,07.07.2025,Second Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,APRILIA,16
Hradec Kralove,16.37171727998522,50.10501243384508,-1058302,-604088,18.07.2025,Third Class Road,Moving Vehicle Collision,Frontal,Slight,Good,Car,KIA,23
Hradec Kralove,16.276502213131277,50.15890275281491,-1051588,-610187,18.08.2025,Local Road,Moving Vehicle Collision,Frontal,Slight,Good,Motorcycle,YAMAHA,65
Hradec Kralove,16.012624046552276,50.18542867771601,-1046516,-628581,20.08.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Motorcycle,SUZUKI,23
Hradec Kralove,16.292219743041407,50.16348468516646,-1051207,-609014,27.08.2025,Second Class Road,Moving Vehicle Collision,Side (Lateral),Slight,Good,Motorcycle,ČZ,64
Hradec Kralove,16.285365712030334,50.14534846635796,-1053157,-609726,01.09.2025,First Class Road,Moving Vehicle Collision,Rear,Slight,Good,Car,ŠKODA,54
